Word,Lower,Level
Prüfungstraining,prüfungstraining,A2
Realschulabschluss,realschulabschluss,A2
reisen,reisen,A2
rhythmisch,rhythmisch,A2
schaffen,schaffen,A2
Schulzeit,schulzeit,A2
seit,seit,A2
Semester,semester,A2
separat,separat,A2
Situation,situation,A2
städtisch,städtisch,A2
Terminplanung,terminplanung,A2
Test,test,A2
Thema,thema,A2
Theorie,theorie,A2
trainieren,trainieren,A2
Training,training,A2
Trick,trick,A2
Überraschung,überraschung,A2
Überschrift,überschrift,A2
umschreiben,umschreiben,A2
verlieben,verlieben,A2
verlieren,verlieren,A2
Vorbereitung,vorbereitung,A2
Vorkenntnisse,vorkenntnisse,A2
Vorstellungsgespräch,vorstellungsgespräch,A2
Weiterbildung,weiterbildung,A2
Yoga,yoga,A2
Zeitmanagement,zeitmanagement,A2
Zertiﬁkat,zertiﬁkat,A2
Zeugnis,zeugnis,A2
zufrieden,zufrieden,A2
Ansprechpartner/in,ansprechpartner/in,A2
Aushilfsjob,aushilfsjob,A2
aussehen,aussehen,A2
Auszubildende,auszubildende,A2
Bäckereifachverkäuferin,bäckereifachverkäuferin,A2
Bäckereifachverkäufer,bäckereifachverkäufer,A2
bedanken,bedanken,A2
bedienen,bedienen,A2
beeilen,beeilen,A2
begründen,begründen,A2
Beratungsgespräch,beratungsgespräch,A2
Berufsfeld,berufsfeld,A2
Bewerber,bewerber,A2
Bewerberin,bewerberin,A2
bieten,bieten,A2
eindecken,eindecken,A2
genug,genug,A2
Grundschule,grundschule,A2
handwerklich,handwerklich,A2
Holz,holz,A2
Informatiker,informatiker,A2
Informatikerin,informatikerin,A2
Kneipe,kneipe,A2
kostenfrei,kostenfrei,A2
Küchenhilfe,küchenhilfe,A2
Laufbahn,laufbahn,A2
Lebenslauf,lebenslauf,A2
lückenlos,lückenlos,A2
melden,melden,A2
Mittelschule,mittelschule,A2
Modedesigner/in,modedesigner/in,A2
Muster,muster,A2
nötig,nötig,A2
ob,ob,A2
persönlich,persönlich,A2
professionell,professionell,A2
Reinigungsarbeiten,reinigungsarbeiten,A2
Rente,rente,A2
Restaurantfachmann,restaurantfachmann,A2
Restaurantfachfrau,restaurantfachfrau,A2
spezial,spezial,A2
statt,statt,A2
Stelle,stelle,A2
Stellenangebot,stellenangebot,A2
Stellensuche,stellensuche,A2
Struktur,struktur,A2
sympathisch,sympathisch,A2
Teilzeit,teilzeit,A2
Teilzeitstelle,teilzeitstelle,A2
tippen,tippen,A2
Tippfehler,tippfehler,A2
Tischler,tischler,A2
Tischlerin,tischlerin,A2
üben,üben,A2
Übersiedlung,übersiedlung,A2
unprofessionell,unprofessionell,A2
unsympathisch,unsympathisch,A2
unzufrieden,unzufrieden,A2
verrückt,verrückt,A2
Volleyball,volleyball,A2
Vollzeit,vollzeit,A2
Vollzeitstelle,vollzeitstelle,A2
Voraussetzung,voraussetzung,A2
Vorlage,vorlage,A2
zuverlässig,zuverlässig,A2
